country,year,sex,age,suicides_no,suicides_rate
Antigua and Barbuda,2014,female,55-74 years,0,0.0
Antigua and Barbuda,2014,female,75+ years,0,0.0
Antigua and Barbuda,2014,male,15-24 years,0,0.0
Antigua and Barbuda,2014,male,25-34 years,0,0.0
Antigua and Barbuda,2014,male,35-54 years,0,0.0
Antigua and Barbuda,2014,male,5-14 years,0,0.0
Antigua and Barbuda,2014,male,55-74 years,0,0.0
Antigua and Barbuda,2014,male,75+ years,0,0.0
Antigua and Barbuda,2015,female,55-74 years,1,15.62
Antigua and Barbuda,2015,female,15-24 years,0,0.0
Antigua and Barbuda,2015,female,25-34 years,0,0.0
Antigua and Barbuda,2015,female,35-54 years,0,0.0
Antigua and Barbuda,2015,female,5-14 years,0,0.0
Antigua and Barbuda,2015,female,75+ years,0,0.0
Antigua and Barbuda,2015,male,15-24 years,0,0.0
Antigua and Barbuda,2015,male,25-34 years,0,0.0
Antigua and Barbuda,2015,male,35-54 years,0,0.0
Antigua and Barbuda,2015,male,5-14 years,0,0.0
Antigua and Barbuda,2015,male,55-74 years,0,0.0
Antigua and Barbuda,2015,male,75+ years,0,0.0
Argentina,1985,male,75+ years,202,55.65
Argentina,1985,male,55-74 years,485,24.29
Argentina,1985,male,35-54 years,414,12.37
Argentina,1985,female,55-74 years,210,9.11
Argentina,1985,male,25-34 years,177,7.92
Argentina,1985,female,75+ years,41,7.64
Argentina,1985,male,15-24 years,156,6.46
Argentina,1985,female,35-54 years,142,4.23
Argentina,1985,female,25-34 years,65,2.97
Argentina,1985,female,15-24 years,69,2.93
Argentina,1985,male,5-14 years,16,0.53
Argentina,1985,female,5-14 years,11,0.37
Argentina,1986,male,75+ years,230,63.01
Argentina,1986,male,55-74 years,530,26.39
Argentina,1986,male,35-54 years,478,14.2
Argentina,1986,male,25-34 years,209,9.3
Argentina,1986,female,75+ years,48,8.89
Argentina,1986,female,55-74 years,201,8.67
Argentina,1986,male,15-24 years,186,7.66
Argentina,1986,female,35-54 years,188,5.57
Argentina,1986,female,25-34 years,96,4.37
Argentina,1986,female,15-24 years,101,4.27
Argentina,1986,male,5-14 years,10,0.33
Argentina,1986,female,5-14 years,7,0.24
Argentina,1987,male,75+ years,200,54.08
Argentina,1987,male,55-74 years,532,26.15
Argentina,1987,male,35-54 years,482,14.14
Argentina,1987,female,75+ years,57,10.42
Argentina,1987,female,55-74 years,224,9.54
Argentina,1987,male,25-34 years,192,8.44
Argentina,1987,male,15-24 years,179,7.27
Argentina,1987,female,35-54 years,209,6.11
Argentina,1987,female,25-34 years,89,4.0
Argentina,1987,female,15-24 years,93,3.88
Argentina,1987,male,5-14 years,15,0.48
Argentina,1987,female,5-14 years,14,0.47
Argentina,1988,male,75+ years,216,55.1
Argentina,1988,male,55-74 years,550,26.46
Argentina,1988,male,35-54 years,477,13.62
Argentina,1988,female,75+ years,61,10.13
Argentina,1988,female,55-74 years,233,9.66
Argentina,1988,male,25-34 years,215,9.45
Argentina,1988,male,15-24 years,211,8.36
Argentina,1988,female,35-54 years,198,5.64
Argentina,1988,female,15-24 years,101,4.11
Argentina,1988,female,25-34 years,61,2.74
Argentina,1988,male,5-14 years,20,0.62
Argentina,1988,female,5-14 years,11,0.35
Argentina,1989,male,75+ years,208,52.0
Argentina,1989,male,55-74 years,548,26.03
Argentina,1989,male,35-54 years,462,12.97
Argentina,1989,female,75+ years,65,10.45
Argentina,1989,male,25-34 years,219,9.58
Argentina,1989,female,55-74 years,201,8.22
Argentina,1989,male,15-24 years,186,7.22
Argentina,1989,female,35-54 years,166,4.66
Argentina,1989,female,25-34 years,83,3.71
Argentina,1989,female,15-24 years,80,3.19
Argentina,1989,male,5-14 years,18,0.55
Argentina,1989,female,5-14 years,11,0.35
Argentina,1990,male,75+ years,226,54.97
Argentina,1990,male,55-74 years,502,23.59
Argentina,1990,male,35-54 years,439,12.13
Argentina,1990,female,75+ years,61,9.49
Argentina,1990,male,25-34 years,182,7.92
Argentina,1990,female,55-74 years,190,7.67
Argentina,1990,male,15-24 years,174,6.6
Argentina,1990,female,35-54 years,163,4.5
Argentina,1990,female,15-24 years,91,3.54
Argentina,1990,female,25-34 years,76,3.38
Argentina,1990,male,5-14 years,22,0.67
Argentina,1990,female,5-14 years,14,0.44
Argentina,1991,male,75+ years,184,46.46
Argentina,1991,male,55-74 years,449,21.08
Argentina,1991,male,35-54 years,398,11.12
Argentina,1991,male,25-34 years,214,9.4
Argentina,1991,female,75+ years,50,7.6
Argentina,1991,female,55-74 years,169,6.74
Argentina,1991,male,15-24 years,179,6.54
Argentina,1991,female,35-54 years,133,3.6
Argentina,1991,female,25-34 years,77,3.33
Argentina,1991,female,15-24 years,61,2.27
Argentina,1991,male,5-14 years,28,0.83
Argentina,1991,female,5-14 years,9,0.27
Argentina,1992,male,75+ years,194,47.91
Argentina,1992,male,55-74 years,500,23.25
Argentina,1992,male,35-54 years,488,13.49
Argentina,1992,male,25-34 years,227,9.84
Argentina,1992,male,15-24 years,249,8.79
Argentina,1992,female,75+ years,46,6.78
Argentina,1992,female,55-74 years,147,5.79
Argentina,1992,female,35-54 years,140,3.73
Argentina,1992,female,25-34 years,79,3.39
Argentina,1992,female,15-24 years,79,2.84
Argentina,1992,male,5-14 years,22,0.65
Argentina,1992,female,5-14 years,13,0.4
Argentina,1993,male,75+ years,229,55.37
Argentina,1993,male,55-74 years,520,23.95
Argentina,1993,male,35-54 years,495,13.48
Argentina,1993,male,25-34 years,233,9.97
Argentina,1993,female,75+ years,58,8.3
Argentina,1993,male,15-24 years,235,8.01
Argentina,1993,female,55-74 years,126,4.91
Argentina,1993,female,35-54 years,144,3.77
Argentina,1993,female,25-34 years,76,3.24
Argentina,1993,female,15-24 years,73,2.54
Argentina,1993,male,5-14 years,25,0.74
Argentina,1993,female,5-14 years,16,0.49
Argentina,1994,male,75+ years,192,45.38
Argentina,1994,male,55-74 years,509,23.22
Argentina,1994,male,35-54 years,527,14.13
Argentina,1994,male,25-34 years,226,9.54
Argentina,1994,male,15-24 years,250,8.26
Argentina,1994,female,55-74 years,135,5.2
Argentina,1994,female,75+ years,34,4.72
Argentina,1994,female,35-54 years,160,4.12
Argentina,1994,female,15-24 years,98,3.3
Argentina,1994,female,25-34 years,72,3.04
Argentina,1994,male,5-14 years,27,0.8
Argentina,1994,female,5-14 years,11,0.34
Argentina,1995,male,75+ years,190,43.8
Argentina,1995,male,55-74 years,515,23.26
Argentina,1995,male,35-54 years,485,12.8
Argentina,1995,male,25-34 years,218,9.06
Argentina,1995,male,15-24 years,277,8.9
Argentina,1995,female,75+ years,49,6.6
Argentina,1995,female,55-74 years,134,5.1
Argentina,1995,female,35-54 years,139,3.52
Argentina,1995,female,15-24 years,101,3.31
Argentina,1995,female,25-34 years,62,2.59
Argentina,1995,female,5-14 years,19,0.58
Argentina,1995,male,5-14 years,15,0.45
Argentina,1996,male,75+ years,189,42.4
Argentina,1996,male,55-74 years,464,20.75
Argentina,1996,male,35-54 years,524,13.62
Argentina,1996,male,25-34 years,226,9.25
Argentina,1996,male,15-24 years,280,8.79
Argentina,1996,female,75+ years,59,7.7
Argentina,1996,female,55-74 years,131,4.94
Argentina,1996,female,35-54 years,176,4.38
Argentina,1996,female,15-24 years,105,3.36
Argentina,1996,female,25-34 years,52,2.14
Argentina,1996,male,5-14 years,14,0.42
Argentina,1996,female,5-14 years,9,0.28
Argentina,1997,male,75+ years,195,39.78
Argentina,1997,male,55-74 years,457,20.29
Argentina,1997,male,35-54 years,501,12.73
Argentina,1997,male,25-34 years,213,8.66
Argentina,1997,male,15-24 years,260,8.13
Argentina,1997,female,75+ years,47,5.5
Argentina,1997,female,55-74 years,131,4.91
Argentina,1997,female,35-54 years,165,4.04
Argentina,1997,female,15-24 years,113,3.57
Argentina,1997,female,25-34 years,72,2.91
Argentina,1997,male,5-14 years,19,0.55
Argentina,1997,female,5-14 years,11,0.33
Argentina,1998,male,75+ years,201,39.87
Argentina,1998,male,55-74 years,518,22.77
Argentina,1998,male,35-54 years,508,12.73
Argentina,1998,male,15-24 years,327,10.08
Argentina,1998,male,25-34 years,251,10.05
Argentina,1998,female,75+ years,53,6.0
Argentina,1998,female,55-74 years,140,5.19
Argentina,1998,female,15-24 years,114,3.56
Argentina,1998,female,35-54 years,147,3.55
Argentina,1998,female,25-34 years,52,2.07
Argentina,1998,female,5-14 years,20,0.6
Argentina,1998,male,5-14 years,16,0.46
Argentina,1999,male,75+ years,204,39.55
Argentina,1999,male,55-74 years,540,23.46
Argentina,1999,male,35-54 years,545,13.47
Argentina,1999,male,15-24 years,355,10.82
Argentina,1999,male,25-34 years,265,10.42
Argentina,1999,female,55-74 years,137,5.02
Argentina,1999,female,75+ years,44,4.82
Argentina,1999,female,35-54 years,141,3.36
Argentina,1999,female,15-24 years,101,3.13
Argentina,1999,female,25-34 years,50,1.95
Argentina,1999,male,5-14 years,21,0.6
Argentina,1999,female,5-14 years,20,0.59
Argentina,2000,male,75+ years,232,44.18
Argentina,2000,male,55-74 years,602,25.8
Argentina,2000,male,35-54 years,578,14.11
Argentina,2000,male,15-24 years,463,14.0
Argentina,2000,male,25-34 years,331,12.72
Argentina,2000,female,55-74 years,133,4.82
Argentina,2000,female,75+ years,43,4.56
Argentina,2000,female,35-54 years,174,4.09
Argentina,2000,female,15-24 years,116,3.57
Argentina,2000,female,25-34 years,63,2.41
Argentina,2000,female,5-14 years,21,0.62
Argentina,2000,male,5-14 years,18,0.51
Argentina,2001,male,75+ years,250,45.66
Argentina,2001,male,55-74 years,659,27.94
Argentina,2001,male,15-24 years,518,15.58
Argentina,2001,male,35-54 years,625,15.08
Argentina,2001,male,25-34 years,375,14.02
Argentina,2001,female,75+ years,57,5.83
Argentina,2001,female,15-24 years,166,5.09
Argentina,2001,female,55-74 years,137,4.91
Argentina,2001,female,35-54 years,210,4.88
Argentina,2001,female,25-34 years,82,3.05
Argentina,2001,male,5-14 years,29,0.82
Argentina,2001,female,5-14 years,24,0.7
Argentina,2002,male,75+ years,234,41.31
Argentina,2002,male,55-74 years,615,25.76
Argentina,2002,male,15-24 years,542,16.27
Argentina,2002,male,25-34 years,412,14.94
Argentina,2002,male,35-54 years,619,14.77
Argentina,2002,female,55-74 years,179,6.35
Argentina,2002,female,75+ years,58,5.73
Argentina,2002,female,15-24 years,158,4.84
Argentina,2002,female,35-54 years,194,4.45
Argentina,2002,female,25-34 years,91,3.28
Argentina,2002,male,5-14 years,37,1.05
Argentina,2002,female,5-14 years,23,0.67
Argentina,2003,male,75+ years,272,46.75
Argentina,2003,male,55-74 years,577,23.83
Argentina,2003,male,15-24 years,638,19.15
Argentina,2003,male,25-34 years,456,16.02
Argentina,2003,male,35-54 years,625,14.75
Argentina,2003,female,75+ years,68,6.51
Argentina,2003,female,15-24 years,179,5.49
Argentina,2003,female,55-74 years,147,5.15
Argentina,2003,female,35-54 years,196,4.45
Argentina,2003,female,25-34 years,69,2.41
Argentina,2003,male,5-14 years,37,1.05
Argentina,2003,female,5-14 years,25,0.73
Argentina,2004,male,75+ years,227,38.25
Argentina,2004,male,55-74 years,500,20.33
Argentina,2004,male,15-24 years,653,19.59
Argentina,2004,male,25-34 years,445,15.19
Argentina,2004,male,35-54 years,599,13.98
Argentina,2004,female,15-24 years,159,4.88
Argentina,2004,female,55-74 years,136,4.7
Argentina,2004,female,75+ years,50,4.66
Argentina,2004,female,35-54 years,185,4.16
Argentina,2004,female,25-34 years,99,3.37
Argentina,2004,male,5-14 years,43,1.22
Argentina,2004,female,5-14 years,25,0.73
Argentina,2005,male,75+ years,225,37.43
Argentina,2005,male,55-74 years,489,19.52
Argentina,2005,male,15-24 years,638,19.08
Argentina,2005,male,25-34 years,451,15.01
Argentina,2005,male,35-54 years,539,12.43
Argentina,2005,female,55-74 years,161,5.47
Argentina,2005,female,75+ years,59,5.36
Argentina,2005,female,15-24 years,148,4.54
Argentina,2005,female,35-54 years,171,3.8
Argentina,2005,female,25-34 years,104,3.45
Argentina,2005,male,5-14 years,52,1.47
Argentina,2005,female,5-14 years,21,0.62
Argentina,2006,male,75+ years,246,39.68
Argentina,2006,male,15-24 years,656,19.54
Argentina,2006,male,55-74 years,487,19.17
Argentina,2006,male,25-34 years,483,15.74
Argentina,2006,male,35-54 years,585,13.34
Argentina,2006,female,15-24 years,175,5.35
Argentina,2006,female,55-74 years,115,3.85
Argentina,2006,female,35-54 years,160,3.52
Argentina,2006,female,25-34 years,105,3.42
Argentina,2006,female,75+ years,31,2.74
Argentina,2006,male,5-14 years,39,1.11
Argentina,2006,female,5-14 years,26,0.76
Argentina,2007,male,75+ years,225,35.43
Argentina,2007,male,15-24 years,577,17.07
Argentina,2007,male,55-74 years,438,16.96
Argentina,2007,male,25-34 years,490,15.68
Argentina,2007,male,35-54 years,571,12.87
Argentina,2007,female,15-24 years,146,4.43
Argentina,2007,female,25-34 years,126,4.04
Argentina,2007,female,55-74 years,108,3.56
Argentina,2007,female,35-54 years,155,3.37
Argentina,2007,female,75+ years,31,2.67
Argentina,2007,male,5-14 years,45,1.27
Argentina,2007,female,5-14 years,34,1.0
Argentina,2008,male,75+ years,208,32.19
Argentina,2008,male,15-24 years,625,18.33
Argentina,2008,male,55-74 years,463,17.6
Argentina,2008,male,25-34 years,531,16.74
Argentina,2008,male,35-54 years,582,12.94
Argentina,2008,female,15-24 years,180,5.42
Argentina,2008,female,35-54 years,173,3.71
Argentina,2008,female,55-74 years,108,3.5
Argentina,2008,female,75+ years,36,3.03
Argentina,2008,female,25-34 years,94,2.97
Argentina,2008,male,5-14 years,39,1.1
Argentina,2008,female,5-14 years,20,0.58
Argentina,2009,male,75+ years,177,27.09
Argentina,2009,male,15-24 years,609,17.72
Argentina,2009,male,55-74 years,434,16.17
Argentina,2009,male,25-34 years,504,15.7
Argentina,2009,male,35-54 years,542,11.87
Argentina,2009,female,15-24 years,164,4.91
Argentina,2009,female,55-74 years,112,3.56
Argentina,2009,female,25-34 years,105,3.29
Argentina,2009,female,35-54 years,150,3.17
Argentina,2009,female,75+ years,25,2.06
Argentina,2009,male,5-14 years,34,0.96
Argentina,2009,female,5-14 years,28,0.82
Argentina,2010,male,75+ years,206,31.35
Argentina,2010,male,15-24 years,683,19.77
Argentina,2010,male,25-34 years,485,14.98
Argentina,2010,male,55-74 years,397,14.49
Argentina,2010,male,35-54 years,573,12.33
Argentina,2010,female,15-24 years,150,4.47
Argentina,2010,female,35-54 years,162,3.37
Argentina,2010,female,25-34 years,101,3.15
Argentina,2010,female,55-74 years,99,3.08
Argentina,2010,female,75+ years,34,2.75
Argentina,2010,male,5-14 years,33,0.92
Argentina,2010,female,5-14 years,20,0.58
Argentina,2011,male,75+ years,178,26.38
Argentina,2011,male,15-24 years,693,19.96
Argentina,2011,male,25-34 years,510,15.65
Argentina,2011,male,55-74 years,416,14.92
Argentina,2011,male,35-54 years,504,10.64
Argentina,2011,female,15-24 years,172,5.1
Argentina,2011,female,35-54 years,157,3.21
Argentina,2011,female,25-34 years,102,3.16
Argentina,2011,female,55-74 years,93,2.85
Argentina,2011,female,75+ years,30,2.38
Argentina,2011,female,5-14 years,29,0.84
Argentina,2011,male,5-14 years,28,0.78
Argentina,2012,male,75+ years,225,32.68
Argentina,2012,male,15-24 years,745,21.4
Argentina,2012,male,25-34 years,616,18.85
Argentina,2012,male,55-74 years,451,15.88
Argentina,2012,male,35-54 years,554,11.44
Argentina,2012,female,15-24 years,204,6.03
Argentina,2012,female,35-54 years,164,3.28
Argentina,2012,female,55-74 years,108,3.24
Argentina,2012,female,25-34 years,102,3.16
Argentina,2012,female,75+ years,33,2.57
Argentina,2012,male,5-14 years,29,0.8
Argentina,2012,female,5-14 years,17,0.49
Argentina,2013,male,75+ years,168,24.03
Argentina,2013,male,15-24 years,696,19.96
Argentina,2013,male,25-34 years,499,15.25
Argentina,2013,male,55-74 years,398,13.75
Argentina,2013,male,35-54 years,604,12.2
Argentina,2013,female,15-24 years,167,4.93
Argentina,2013,female,25-34 years,102,3.16
Argentina,2013,female,35-54 years,157,3.08
Argentina,2013,female,55-74 years,102,3.01
Argentina,2013,female,75+ years,29,2.23
Argentina,2013,female,5-14 years,32,0.91
Argentina,2013,male,5-14 years,33,0.91
Argentina,2014,male,75+ years,192,27.16
Argentina,2014,male,15-24 years,738,21.13
Argentina,2014,male,25-34 years,531,16.2
Argentina,2014,male,55-74 years,405,13.72
Argentina,2014,male,35-54 years,644,12.73
Argentina,2014,female,15-24 years,204,6.02
Argentina,2014,female,35-54 years,196,3.77
Argentina,2014,female,25-34 years,118,3.66
Argentina,2014,female,55-74 years,109,3.15
Argentina,2014,female,75+ years,25,1.89
Argentina,2014,female,5-14 years,35,0.99
Argentina,2014,male,5-14 years,34,0.93
Argentina,2015,male,75+ years,245,34.38
Argentina,2015,male,15-24 years,656,18.74
Argentina,2015,male,55-74 years,431,14.31
Argentina,2015,male,25-34 years,465,14.13
Argentina,2015,male,35-54 years,633,12.25
Argentina,2015,female,15-24 years,153,4.51
Argentina,2015,female,55-74 years,125,3.55
Argentina,2015,female,25-34 years,114,3.52
Argentina,2015,female,35-54 years,166,3.13
Argentina,2015,female,75+ years,27,2.01
Argentina,2015,male,5-14 years,39,1.06
Argentina,2015,female,5-14 years,19,0.54
Armenia,1990,male,35-54 years,25,7.51
Armenia,1990,male,75+ years,2,7.43
Armenia,1990,male,55-74 years,11,5.98
Armenia,1990,male,25-34 years,16,5.21
Armenia,1990,female,35-54 years,15,4.19
Armenia,1990,male,15-24 years,10,3.67
Armenia,1990,female,55-74 years,6,2.68
Armenia,1990,female,75+ years,1,2.04
Armenia,1990,female,25-34 years,4,1.25
Armenia,1990,female,15-24 years,3,1.16
Armenia,1990,female,5-14 years,0,0.0
Armenia,1990,male,5-14 years,0,0.0
Armenia,1991,male,75+ years,5,17.36
Armenia,1991,male,25-34 years,20,6.37
Armenia,1991,female,55-74 years,11,4.44
Armenia,1991,male,55-74 years,9,4.43
Armenia,1991,male,35-54 years,14,4.02
Armenia,1991,female,75+ years,2,3.78
Armenia,1991,female,35-54 years,9,2.27
Armenia,1991,male,15-24 years,6,2.03
Armenia,1991,female,25-34 years,4,1.17
Armenia,1991,female,15-24 years,0,0.0
Armenia,1991,female,5-14 years,0,0.0
Armenia,1991,male,5-14 years,0,0.0
Armenia,1992,male,75+ years,3,10.64
Armenia,1992,male,55-74 years,15,6.97
Armenia,1992,male,35-54 years,22,6.1
Armenia,1992,male,25-34 years,15,4.8
Armenia,1992,female,55-74 years,10,3.8
Armenia,1992,female,75+ years,2,3.75
Armenia,1992,male,15-24 years,9,3.0
Armenia,1992,female,35-54 years,6,1.46
Armenia,1992,female,15-24 years,1,0.34
Armenia,1992,female,25-34 years,0,0.0
Armenia,1992,female,5-14 years,0,0.0
Armenia,1992,male,5-14 years,0,0.0
Armenia,1993,female,75+ years,6,11.3
Armenia,1993,male,55-74 years,20,8.83
Armenia,1993,male,75+ years,2,7.04
Armenia,1993,male,35-54 years,25,6.72
Armenia,1993,male,25-34 years,17,5.56
Armenia,1993,female,55-74 years,14,5.07
Armenia,1993,male,15-24 years,7,2.3
Armenia,1993,female,25-34 years,6,1.79
Armenia,1993,female,35-54 years,6,1.42
Armenia,1993,female,15-24 years,3,1.02
Armenia,1993,female,5-14 years,0,0.0
Armenia,1993,male,5-14 years,0,0.0
Armenia,1994,male,75+ years,7,24.82
Armenia,1994,female,75+ years,5,9.67
Armenia,1994,male,55-74 years,20,8.49
Armenia,1994,male,35-54 years,31,8.1
Armenia,1994,female,55-74 years,18,6.29
Armenia,1994,male,25-34 years,10,3.37
Armenia,1994,male,15-24 years,6,1.95
Armenia,1994,female,35-54 years,7,1.6
Armenia,1994,female,15-24 years,4,1.34
Armenia,1994,male,5-14 years,2,0.52
Armenia,1994,female,25-34 years,1,0.31
Armenia,1994,female,5-14 years,1,0.27
Armenia,1995,male,55-74 years,29,11.97
Armenia,1995,male,35-54 years,32,8.1
Armenia,1995,male,25-34 years,21,7.25
Armenia,1995,male,75+ years,2,7.14
Armenia,1995,female,75+ years,2,3.89
Armenia,1995,female,55-74 years,11,3.73
Armenia,1995,female,25-34 years,11,3.51
Armenia,1995,male,15-24 years,10,3.19
Armenia,1995,female,35-54 years,8,1.76
Armenia,1995,female,15-24 years,3,0.99
Armenia,1995,male,5-14 years,1,0.26
Armenia,1995,female,5-14 years,0,0.0
Armenia,1996,male,75+ years,3,10.75
Armenia,1996,male,55-74 years,18,7.31
Armenia,1996,male,35-54 years,24,5.86
Armenia,1996,male,25-34 years,13,4.57
Armenia,1996,female,55-74 years,12,3.97
Armenia,1996,female,35-54 years,7,1.49
Armenia,1996,male,15-24 years,4,1.25
Armenia,1996,female,25-34 years,3,1.0
Armenia,1996,female,15-24 years,1,0.32
Armenia,1996,female,5-14 years,1,0.27
Armenia,1996,male,5-14 years,1,0.26
Armenia,1996,female,75+ years,0,0.0
Armenia,1997,male,55-74 years,21,8.53
Armenia,1997,male,35-54 years,26,6.1
Armenia,1997,female,75+ years,3,5.84
Armenia,1997,male,75+ years,1,3.51
Armenia,1997,male,25-34 years,9,3.19
Armenia,1997,female,55-74 years,8,2.63
Armenia,1997,male,15-24 years,4,1.22
Armenia,1997,female,35-54 years,3,0.61
Armenia,1997,female,25-34 years,1,0.34
Armenia,1997,male,5-14 years,1,0.26
Armenia,1997,female,15-24 years,0,0.0
Armenia,1997,female,5-14 years,0,0.0
Armenia,1998,male,75+ years,2,6.76
Armenia,1998,male,55-74 years,16,6.58
Armenia,1998,male,35-54 years,20,4.49
Armenia,1998,male,25-34 years,6,2.14
Armenia,1998,female,55-74 years,6,1.99
Armenia,1998,female,75+ years,1,1.88
Armenia,1998,female,35-54 years,9,1.77
Armenia,1998,male,15-24 years,4,1.19
