country,year,population,gdp_for_year,gdp_per_capita
Cyprus,2005,701263,"18,703,146,375",26671
Cyprus,2006,713426,"20,403,713,461",28600
Cyprus,2007,728566,"24,077,470,572",33048
Cyprus,2008,747034,"27,839,460,964",37267
Cyprus,2009,767174,"25,942,622,951",33816
Cyprus,2010,787081,"25,562,251,656",32477
Cyprus,2011,800820,"27,427,161,523",34249
Cyprus,2012,814305,"25,041,372,222",30752
Cyprus,2013,813016,"24,084,572,491",29624
Cyprus,2014,804818,"23,359,294,149",29024
Cyprus,2015,796037,"19,676,167,240",24718
Cyprus,2016,711344,"20,153,871,681",25098
Czech Republic,1990,9710900,"40,477,403,220",4168
Czech Republic,1991,9667500,"29,675,502,270",3070
Czech Republic,1992,9681900,"34,590,052,812",3573
Czech Republic,1993,9703400,"40,614,350,197",4186
Czech Republic,1994,9723700,"47,554,674,591",4891
Czech Republic,1995,9744300,"59,775,697,061",6134
Czech Republic,1996,9763900,"66,985,765,439",6861
Czech Republic,1997,9786700,"61,792,161,168",6314
Czech Republic,1998,9808300,"66,490,372,105",6779
Czech Republic,1999,9819215,"64,867,483,193",6606
Czech Republic,2000,9819742,"61,649,492,817",6278
Czech Republic,2001,9838083,"67,523,642,262",6863
Czech Republic,2002,9752463,"81,910,771,994",8399
Czech Republic,2003,9748550,"99,627,140,274",10220
Czech Republic,2004,9746647,"119,162,172,468",12226
Czech Republic,2005,9761733,"136,280,689,891",13961
Czech Republic,2006,9780319,"155,463,807,113",15896
Czech Republic,2007,9818295,"189,227,050,760",19273
Czech Republic,2008,9899594,"235,718,586,901",23811
Czech Republic,2009,9937407,"206,179,982,164",20748
Czech Republic,2010,9945273,"207,477,857,919",20862
Czech Republic,2011,9906318,"227,948,349,666",23010
Czech Republic,2012,9923127,"207,376,427,021",20898
Czech Republic,2013,9936780,"209,402,444,996",21073
Czech Republic,2014,9963127,"207,818,330,724",20859
Czech Republic,2015,9989325,"186,829,940,546",18703
Czech Republic,2016,8929942,"195,305,084,919",19505
Denmark,1994,4874900,"156,162,311,732",32034
Denmark,1995,4889100,"185,006,961,302",37841
Denmark,1996,4917300,"187,632,400,366",38158
Denmark,1997,4937300,"173,537,588,008",35148
Denmark,1998,4956400,"176,992,000,955",35710
Denmark,1999,4976200,"177,965,224,621",35763
Denmark,2000,4998610,"164,158,800,460",32841
Denmark,2001,5018451,"164,791,416,350",32837
Denmark,2002,5041222,"178,635,160,297",35435
Denmark,2003,5056783,"218,095,997,085",43129
Denmark,2004,5072927,"251,373,036,671",49552
Denmark,2005,5089852,"264,467,308,109",51960
Denmark,2006,5110460,"282,884,912,894",55354
Denmark,2007,5133001,"319,423,370,134",62229
Denmark,2008,5162525,"353,361,056,080",68447
Denmark,2009,5192790,"321,241,396,034",61863
Denmark,2010,5217785,"321,995,350,347",61711
Denmark,2011,5244150,"344,003,209,696",65598
Denmark,2012,5270539,"327,148,899,962",62071
Denmark,2013,5299698,"343,584,385,594",64831
Denmark,2014,5339166,"352,993,633,221",66114
Denmark,2015,5383060,"301,298,464,861",55972
Dominica,1985,66400,"98,585,185",1485
Ecuador,1985,7661800,"17,149,094,590",2238
Ecuador,1986,7881300,"15,314,143,988",1943
Ecuador,1987,8356800,"13,945,431,882",1669
Ecuador,1988,8593200,"13,051,886,552",1519
Ecuador,1989,8578619,"13,890,828,708",1619
Ecuador,1990,8800933,"15,239,278,100",1732
Ecuador,1991,9091700,"16,988,535,268",1869
Ecuador,1992,9253155,"18,094,238,119",1955
Ecuador,1993,9488483,"18,938,717,359",1996
Ecuador,1994,9725255,"22,708,673,337",2335
Ecuador,1995,9960563,"24,432,884,442",2453
Ecuador,1996,10195848,"25,226,393,197",2474
Ecuador,1997,10427773,"28,162,053,027",2701
Ecuador,1998,10656446,"27,981,896,948",2626
Ecuador,1999,10883283,"19,645,272,636",1805
Ecuador,2000,11109383,"18,327,764,882",1650
Ecuador,2001,11328328,"24,468,324,000",2160
Ecuador,2002,11548770,"28,548,945,000",2472
Ecuador,2003,11771002,"32,432,858,000",2755
Ecuador,2004,11994153,"36,591,661,000",3051
Ecuador,2005,12217643,"41,507,085,000",3397
Ecuador,2006,12449374,"46,802,044,000",3759
Ecuador,2007,12677354,"51,007,777,000",4024
Ecuador,2008,12903183,"61,762,635,000",4787
Ecuador,2009,13130161,"62,519,686,000",4762
Ecuador,2010,13360285,"69,555,367,000",5206
Ecuador,2011,13583553,"79,276,664,000",5836
Ecuador,2012,13815861,"87,924,544,000",6364
Ecuador,2013,14054613,"95,129,659,000",6769
Ecuador,2014,14295145,"101,726,331,000",7116
Ecuador,2015,14534024,"99,290,381,000",6832
El Salvador,1990,4510552,"4,817,542,204",1068
El Salvador,1991,4576985,"5,252,342,400",1148
El Salvador,1992,4591600,"5,813,399,300",1266
El Salvador,1993,4694300,"6,680,269,200",1423
El Salvador,1995,4836397,"8,921,947,100",1845
El Salvador,1996,4892391,"9,586,327,800",1959
El Salvador,1997,4949302,"10,221,705,900",2065
El Salvador,1998,5006338,"10,936,669,900",2185
El Salvador,1999,5062759,"11,284,197,000",2229
El Salvador,2000,5118189,"11,784,927,700",2303
El Salvador,2001,5175094,"12,282,533,600",2373
El Salvador,2002,5230458,"12,664,190,300",2421
El Salvador,2003,5283542,"13,243,892,200",2507
El Salvador,2004,5333170,"13,724,810,900",2573
El Salvador,2005,5378879,"14,698,001,400",2733
El Salvador,2006,5429044,"15,999,886,400",2947
El Salvador,2007,5467861,"17,011,750,900",3111
El Salvador,2008,5499287,"17,986,886,200",3271
El Salvador,2009,5528910,"17,601,616,000",3184
El Salvador,2010,5560453,"18,447,922,400",3318
El Salvador,2011,5585785,"20,283,783,700",3631
El Salvador,2012,5618823,"21,386,153,000",3806
El Salvador,2013,5657250,"21,977,401,900",3885
El Salvador,2014,5696329,"22,585,841,200",3965
Estonia,1995,1356651,"4,373,665,146",3224
Estonia,1996,1342202,"4,746,109,767",3536
Estonia,1997,1331234,"5,066,240,419",3806
Estonia,1998,1321719,"5,617,109,245",4250
Estonia,1999,1313198,"5,726,897,998",4361
Estonia,2000,1334175,"5,685,774,809",4262
Estonia,2001,1325610,"6,245,069,734",4711
Estonia,2002,1316690,"7,322,069,511",5561
Estonia,2003,1307160,"9,833,870,709",7523
Estonia,2004,1297650,"12,059,201,242",9293
Estonia,2005,1288495,"14,006,088,297",10870
Estonia,2006,1278915,"16,963,625,016",13264
Estonia,2007,1270415,"22,237,061,730",17504
Estonia,2008,1264005,"24,194,039,256",19141
Estonia,2009,1259010,"19,652,492,637",15609
Estonia,2010,1254225,"19,490,936,349",15540
Estonia,2011,1249427,"23,170,239,901",18545
Estonia,2012,1251631,"23,043,864,510",18411
Estonia,2013,1243096,"25,137,153,149",20221
Estonia,2014,1241852,"26,224,622,451",21117
Estonia,2015,1243450,"22,566,956,982",18149
Fiji,2001,719459,"1,660,102,346",2307
Fiji,2002,723187,"1,842,691,481",2548
Fiji,2003,725591,"2,315,935,753",3192
Fiji,2004,728408,"2,727,507,213",3744
Fiji,2005,732607,"3,006,725,015",4104
Fiji,2006,737759,"3,102,741,451",4206
Fiji,2007,745055,"3,405,050,612",4570
Fiji,2008,753658,"3,523,185,920",4675
Fiji,2009,762403,"2,870,624,636",3765
Fiji,2011,776325,"3,774,530,616",4862
Fiji,2012,782939,"3,972,012,571",5073
Finland,1987,4614100,"91,642,093,873",19861
Finland,1988,4633600,"109,103,056,148",23546
Finland,1989,4654300,"119,064,708,328",25582
Finland,1990,4675100,"141,517,648,888",30271
Finland,1991,4698500,"127,866,490,222",27214
Finland,1992,4720900,"112,625,431,378",23857
Finland,1993,4741000,"89,255,751,015",18826
Finland,1994,4761600,"103,321,570,859",21699
Finland,1995,4781300,"134,199,346,405",28068
Finland,1996,4802200,"132,099,404,608",27508
Finland,1997,4823200,"126,833,123,354",26296
Finland,1998,4844673,"133,936,359,591",27646
Finland,1999,4864255,"135,225,868,315",27800
Finland,2000,4881820,"125,539,893,127",25716
Finland,2001,4898983,"129,250,111,857",26383
Finland,2002,4915614,"139,552,983,249",28390
Finland,2003,4929856,"171,071,106,095",34701
Finland,2004,4944765,"196,768,065,557",39793
Finland,2005,4961784,"204,436,015,421",41202
Finland,2006,4979740,"216,552,502,823",43487
Finland,2007,4998853,"255,384,615,385",51089
Finland,2008,5020096,"283,742,493,042",56521
Finland,2009,5042316,"251,499,027,508",49878
Finland,2010,5063494,"247,799,815,768",48939
Finland,2011,5085985,"273,674,236,773",53809
Finland,2012,5110450,"256,706,466,091",50232
Finland,2013,5135433,"269,980,111,643",52572
Finland,2014,5159944,"272,609,288,690",52832
Finland,2015,5181797,"232,464,833,066",44862
France,1985,51382600,"553,138,414,367",10765
France,1986,51637600,"771,470,783,218",14940
France,1987,51900800,"934,173,305,686",17999
France,1988,52157600,"1,018,847,043,277",19534
France,1989,52417900,"1,025,211,803,414",19558
France,1990,52952900,"1,269,179,616,914",23968
France,1991,53282900,"1,269,276,828,276",23821
France,1992,53622300,"1,401,465,923,172",26136
France,1993,53945400,"1,322,815,612,694",24521
France,1994,54247100,"1,393,982,750,473",25697
France,1995,54528500,"1,601,094,756,210",29363
France,1996,54791600,"1,605,675,086,550",29305
France,1997,55045500,"1,452,884,917,959",26394
France,1998,55280700,"1,503,108,739,159",27190
France,1999,55043393,"1,492,647,560,196",27118
France,2000,55267624,"1,362,248,940,483",24648
France,2001,55511272,"1,376,465,324,385",24796
France,2002,55935517,"1,494,286,655,374",26714
France,2003,56360402,"1,840,480,812,641",32656
France,2004,56813922,"2,115,742,488,205",37240
France,2005,57160687,"2,196,126,103,718",38420
France,2006,57824447,"2,318,593,651,988",40097
France,2007,58167011,"2,657,213,249,384",45682
France,2008,58482967,"2,918,382,891,460",49901
France,2009,58770727,"2,690,222,283,968",45775
France,2010,59056283,"2,642,609,548,930",44747
France,2011,59344643,"2,861,408,170,265",48217
France,2012,59638457,"2,683,825,225,093",45002
France,2013,59910069,"2,811,077,725,704",46922
France,2014,60275954,"2,852,165,760,630",47318
Georgia,1990,4986400,"7,753,501,868",1555
Georgia,1991,5018550,"6,357,615,894",1267
Georgia,1992,4988700,"3,690,328,964",740
Georgia,1994,4518900,"2,513,870,587",556
Georgia,1995,4410850,"2,693,731,866",611
Georgia,1996,4310350,"3,094,915,506",718
Georgia,1997,4240600,"3,510,540,809",828
Georgia,1998,4209250,"3,613,500,117",858
Georgia,1999,4187750,"2,800,024,314",669
Georgia,2000,4165600,"3,057,453,483",734
Georgia,2001,4140950,"3,219,487,747",777
Georgia,2004,4089850,"5,125,363,001",1253
Georgia,2005,4132000,"6,410,852,596",1552
Georgia,2006,4166500,"7,745,406,201",1859
Georgia,2007,4154900,"10,172,869,680",2448
Georgia,2009,4158750,"10,766,809,099",2589
Georgia,2010,4193800,"11,638,536,834",2775
Georgia,2011,4202600,"14,434,619,982",3435
Georgia,2012,4200900,"15,846,474,596",3772
Georgia,2013,4192600,"16,140,047,012",3850
Georgia,2014,3470600,"16,509,305,828",4757
Georgia,2015,3458400,"13,993,546,732",4046
Germany,1990,74958800,"1,764,967,948,917",23546
Germany,1991,75495900,"1,861,873,895,109",24662
Germany,1992,76131700,"2,123,130,870,382",27888
Germany,1993,76793400,"2,068,555,542,411",26937
Germany,1994,77163400,"2,205,966,011,812",28588
Germany,1995,77547500,"2,591,620,035,485",33420
Germany,1996,77882500,"2,503,665,193,657",32147
Germany,1997,78067900,"2,218,689,375,141",28420
Germany,1998,78071100,"2,243,225,519,618",28733
Germany,1999,78141200,"2,199,957,383,337",28154
Germany,2000,78242066,"1,949,953,934,034",24922
Germany,2001,78421514,"1,950,648,769,575",24874
Germany,2002,78633771,"2,079,136,081,310",26441
Germany,2003,78756461,"2,505,733,634,312",31816
Germany,2004,78811814,"2,819,245,095,605",35772
Germany,2005,78851254,"2,861,410,272,354",36289
Germany,2006,78828994,"3,002,446,368,084",38088
Germany,2007,78776585,"3,439,953,462,907",43667
Germany,2008,78662789,"3,752,365,607,148",47702
Germany,2009,78448602,"3,418,005,001,389",43570
Germany,2010,78349067,"3,417,094,562,649",43614
Germany,2011,78371140,"3,757,698,281,118",47947
Germany,2012,78508115,"3,543,983,909,148",45142
Germany,2013,77270988,"3,752,513,503,278",48563
Germany,2014,77552369,"3,890,606,893,347",50167
Germany,2015,78136683,"3,375,611,100,742",43201
Greece,1985,9275400,"47,820,850,975",5156
Greece,1986,9334000,"56,379,593,720",6040
Greece,1987,9387400,"65,652,751,132",6994
Greece,1988,9450000,"76,261,278,405",8070
Greece,1989,9527500,"79,169,043,642",8310
Greece,1990,9617000,"97,891,090,929",10179
Greece,1991,9721144,"105,143,232,380",10816
Greece,1992,9834155,"116,224,673,043",11818
Greece,1993,9930405,"108,809,058,859",10957
Greece,1994,10018932,"116,601,802,107",11638
Greece,1995,10101632,"136,878,366,230",13550
Greece,1996,10178479,"145,861,612,826",14330
Greece,1997,10248806,"143,157,600,025",13968
Greece,1998,10310630,"144,428,172,835",14008
Greece,1999,10362363,"142,540,728,958",13756
Greece,2000,10403059,"130,133,845,771",12509
Greece,2001,10441529,"136,191,353,468",13043
Greece,2002,10482045,"153,830,947,017",14676
Greece,2003,10515665,"201,924,270,316",19202
Greece,2004,10547290,"240,521,260,988",22804
Greece,2005,10582816,"247,783,001,865",23414
Greece,2006,10618891,"273,317,737,047",25739
Greece,2007,10653591,"318,497,936,901",29896
Greece,2008,10686723,"354,460,802,549",33168
Greece,2009,10719618,"330,000,252,153",30785
Greece,2010,10735384,"299,361,576,558",27886
Greece,2011,10728724,"287,797,822,093",26825
Greece,2012,10539802,"245,670,666,639",23309
Greece,2013,10431289,"239,862,011,450",22994
Greece,2014,10380547,"237,029,579,261",22834
Greece,2015,10331286,"195,541,761,243",18927
Grenada,1985,85375,"167,728,444",1965
Grenada,1988,87300,"236,357,519",2707
Grenada,1989,81805,"267,327,630",3268
Grenada,1990,82000,"278,098,778",3391
Grenada,1991,82400,"300,757,889",3650
Grenada,1992,83528,"310,160,444",3713
Grenada,1993,85304,"309,812,185",3632
Grenada,1994,87036,"325,111,815",3735
Grenada,1995,88433,"342,172,519",3869
Grenada,1996,89772,"366,911,444",4087
Grenada,2001,91415,"520,444,185",5693
Grenada,2002,91908,"540,336,926",5879
Grenada,2003,92567,"591,018,407",6385
Grenada,2004,93202,"599,118,593",6428
Grenada,2005,93685,"695,370,296",7422
Grenada,2006,94126,"698,700,667",7423
Grenada,2007,94418,"758,683,593",8035
Grenada,2008,94585,"825,977,889",8733
Grenada,2009,94746,"771,278,111",8140
Grenada,2010,94980,"771,015,889",8118
Grenada,2011,95102,"778,648,667",8188
Grenada,2012,95426,"799,882,148",8382
Grenada,2013,95876,"842,620,111",8789
Grenada,2014,96393,"911,481,481",9456
Grenada,2015,96892,"997,007,926",10290
Grenada,2016,79012,"1,056,188,593",10838
Guatemala,1986,6924188,"7,231,963,516",1044
Guatemala,1987,7108740,"7,084,399,840",997
Guatemala,1988,7300076,"7,841,602,824",1074
Guatemala,1989,7493108,"8,410,724,361",1122
Guatemala,1990,7683992,"7,650,125,217",996
